Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,Projection
WR,Quentin Johnston (28792701),Quentin Johnston,28792701,WR/FLEX,4400,MIA@LAC 09/10/2023 04:25PM ET,LAC,7.3
RB,Boston Scott (28792381),Boston Scott,28792381,RB/FLEX,4400,PHI@NE 09/10/2023 04:25PM ET,PHI,1.5
WR,Ty Montgomery II (28792699),Ty Montgomery II,28792699,WR/FLEX,4400,PHI@NE 09/10/2023 04:25PM ET,NE,0
RB,Chris Evans (28792389),Chris Evans,28792389,RB/FLEX,4300,CIN@CLE 09/10/2023 01:00PM ET,CIN,5.7
WR,Donovan Peoples-Jones (28792707),Donovan Peoples-Jones,28792707,WR/FLEX,4300,CIN@CLE 09/10/2023 01:00PM ET,CLE,8.5
RB,Sean Tucker (28792387),Sean Tucker,28792387,RB/FLEX,4300,TB@MIN 09/10/2023 01:00PM ET,TB,4.8
WR,K.J. Osborn (28792705),K.J. Osborn,28792705,WR/FLEX,4300,TB@MIN 09/10/2023 01:00PM ET,MIN,7.8
RB,Kendre Miller (28792385),Kendre Miller,28792385,RB/FLEX,4300,TEN@NO 09/10/2023 01:00PM ET,NO,5.9
TE,Gerald Everett (28793267),Gerald Everett,28793267,TE/FLEX,4300,MIA@LAC 09/10/2023 04:25PM ET,LAC,7.5
RB,Pierre Strong Jr. (28792393),Pierre Strong Jr.,28792393,RB/FLEX,4200,CIN@CLE 09/10/2023 01:00PM ET,CLE,0
RB,Jerome Ford (28792403),Jerome Ford,28792403,RB/FLEX,4200,CIN@CLE 09/10/2023 01:00PM ET,CLE,6.5
TE,David Njoku (28793269),David Njoku,28793269,TE/FLEX,4200,CIN@CLE 09/10/2023 01:00PM ET,CLE,9.3
QB,C.J. Beathard (28792227),C.J. Beathard,28792227,QB,4200,JAX@IND 09/10/2023 01:00PM ET,JAX,0
RB,JaMycal Hasty (28792399),JaMycal Hasty,28792399,RB/FLEX,4200,JAX@IND 09/10/2023 01:00PM ET,JAX,2.4
RB,Zack Moss (28792401),Zack Moss,28792401,RB/FLEX,4200,JAX@IND 09/10/2023 01:00PM ET,IND,0
RB,Ke'Shawn Vaughn (28792395),Ke'Shawn Vaughn,28792395,RB/FLEX,4200,TB@MIN 09/10/2023 01:00PM ET,TB,0.6
RB,Chase Edmonds (28792397),Chase Edmonds,28792397,RB/FLEX,4200,TB@MIN 09/10/2023 01:00PM ET,TB,5.9
WR,Curtis Samuel (28792709),Curtis Samuel,28792709,WR/FLEX,4200,ARI@WAS 09/10/2023 01:00PM ET,WAS,8
WR,Rondale Moore (28792711),Rondale Moore,28792711,WR/FLEX,4200,ARI@WAS 09/10/2023 01:00PM ET,ARI,8.8
RB,Kenneth Gainwell (28792391),Kenneth Gainwell,28792391,RB/FLEX,4200,PHI@NE 09/10/2023 04:25PM ET,PHI,5.8
QB,Drew Lock (28792226),Drew Lock,28792226,QB,4200,LAR@SEA 09/10/2023 04:25PM ET,SEA,0
WR,Tyler Boyd (28792715),Tyler Boyd,28792715,WR/FLEX,4100,CIN@CLE 09/10/2023 01:00PM ET,CIN,9.7
RB,Deon Jackson (28792411),Deon Jackson,28792411,RB/FLEX,4100,JAX@IND 09/10/2023 01:00PM ET,IND,10.9
TE,Pat Freiermuth (28793271),Pat Freiermuth,28793271,TE/FLEX,4100,SF@PIT 09/10/2023 01:00PM ET,PIT,9.7
RB,Ameer Abdullah (28792409),Ameer Abdullah,28792409,RB/FLEX,4100,LV@DEN 09/10/2023 04:25PM ET,LV,2.1
WR,DeVante Parker (28792713),DeVante Parker,28792713,WR/FLEX,4100,PHI@NE 09/10/2023 04:25PM ET,NE,8.3
RB,DeeJay Dallas (28792405),DeeJay Dallas,28792405,RB/FLEX,4100,LAR@SEA 09/10/2023 04:25PM ET,SEA,2.2
RB,Kyren Williams (28792407),Kyren Williams,28792407,RB/FLEX,4100,LAR@SEA 09/10/2023 04:25PM ET,LAR,6.3
QB,Matt Corral (28792266),Matt Corral,28792266,QB,4000,PHI@NE 09/10/2023 04:25PM ET,NE,0
RB,Larry Rountree III (28792429),Larry Rountree III,28792429,RB/FLEX,4000,HOU@BAL 09/10/2023 01:00PM ET,HOU,0.5
RB,Zander Horvath (28792435),Zander Horvath,28792435,RB/FLEX,4000,SF@PIT 09/10/2023 01:00PM ET,PIT,0
RB,Qadree Ollison (28792541),Qadree Ollison,28792541,RB/FLEX,4000,SF@PIT 09/10/2023 01:00PM ET,PIT,0
RB,Demetric Felton (28792549),Demetric Felton,28792549,RB/FLEX,4000,CIN@CLE 09/10/2023 01:00PM ET,CIN,0
QB,Logan Woodside (28792267),Logan Woodside,28792267,QB,4000,CAR@ATL 09/10/2023 01:00PM ET,ATL,0
QB,Austin Aune (28792268),Austin Aune,28792268,QB,4000,CAR@ATL 09/10/2023 01:00PM ET,ATL,0
RB,Raheem Blackshear (28792585),Raheem Blackshear,28792585,RB/FLEX,4000,CAR@ATL 09/10/2023 01:00PM ET,CAR,3.4
RB,Spencer Brown (28792587),Spencer Brown,28792587,RB/FLEX,4000,CAR@ATL 09/10/2023 01:00PM ET,CAR,0
RB,Camerun Peoples (28792589),Camerun Peoples,28792589,RB/FLEX,4000,CAR@ATL 09/10/2023 01:00PM ET,CAR,0
RB,Tiyon Evans (28792591),Tiyon Evans,28792591,RB/FLEX,4000,CAR@ATL 09/10/2023 01:00PM ET,CAR,0
RB,Carlos Washington Jr. (28792593),Carlos Washington Jr.,28792593,RB/FLEX,4000,CAR@ATL 09/10/2023 01:00PM ET,ATL,0
RB,Avery Williams (28792595),Avery Williams,28792595,RB/FLEX,4000,CAR@ATL 09/10/2023 01:00PM ET,ATL,0
RB,Clint Ratkovich (28792597),Clint Ratkovich,28792597,RB/FLEX,4000,CAR@ATL 09/10/2023 01:00PM ET,ATL,0
RB,B.J. Baylor (28792599),B.J. Baylor,28792599,RB/FLEX,4000,CAR@ATL 09/10/2023 01:00PM ET,ATL,0
RB,Keith Smith (28792601),Keith Smith,28792601,RB/FLEX,4000,CAR@ATL 09/10/2023 01:00PM ET,ATL,0
QB,Jake Luton (29001014),Jake Luton,29001014,QB,4000,CAR@ATL 09/10/2023 01:00PM ET,CAR,0
RB,Godwin Igwebuike (29001018),Godwin Igwebuike,29001018,RB/FLEX,4000,CAR@ATL 09/10/2023 01:00PM ET,ATL,0
RB,Jashaun Corbin (29332569),Jashaun Corbin,29332569,RB/FLEX,4000,CAR@ATL 09/10/2023 01:00PM ET,CAR,0
QB,Josh Johnson (28792263),Josh Johnson,28792263,QB,4000,HOU@BAL 09/10/2023 01:00PM ET,BAL,0
QB,Anthony Brown (28792264),Anthony Brown,28792264,QB,4000,HOU@BAL 09/10/2023 01:00PM ET,BAL,0
QB,Case Keenum (28792265),Case Keenum,28792265,QB,4000,HOU@BAL 09/10/2023 01:00PM ET,HOU,0
RB,Justice Hill (28792563),Justice Hill,28792563,RB/FLEX,4000,HOU@BAL 09/10/2023 01:00PM ET,BAL,1.8
RB,Keaton Mitchell (28792565),Keaton Mitchell,28792565,RB/FLEX,4000,HOU@BAL 09/10/2023 01:00PM ET,BAL,0
RB,Owen Wright (28792567),Owen Wright,28792567,RB/FLEX,4000,HOU@BAL 09/10/2023 01:00PM ET,BAL,0
RB,Patrick Ricard (28792569),Patrick Ricard,28792569,RB/FLEX,4000,HOU@BAL 09/10/2023 01:00PM ET,BAL,0
RB,Ben Mason (28792571),Ben Mason,28792571,RB/FLEX,4000,HOU@BAL 09/10/2023 01:00PM ET,BAL,0
RB,Mike Boone (28792573),Mike Boone,28792573,RB/FLEX,4000,HOU@BAL 09/10/2023 01:00PM ET,HOU,0.2
RB,Dare Ogunbowale (28792575),Dare Ogunbowale,28792575,RB/FLEX,4000,HOU@BAL 09/10/2023 01:00PM ET,HOU,0
RB,Gerrid Doaks (28792577),Gerrid Doaks,28792577,RB/FLEX,4000,HOU@BAL 09/10/2023 01:00PM ET,HOU,0
RB,Troy Hairston (28792581),Troy Hairston,28792581,RB/FLEX,4000,HOU@BAL 09/10/2023 01:00PM ET,HOU,0
RB,Andrew Beck (28792583),Andrew Beck,28792583,RB/FLEX,4000,HOU@BAL 09/10/2023 01:00PM ET,HOU,0
WR,Zay Flowers (28792719),Zay Flowers,28792719,WR/FLEX,4000,HOU@BAL 09/10/2023 01:00PM ET,BAL,8.1
DST,Ravens  (28793575),Ravens,28793575,DST,4000,HOU@BAL 09/10/2023 01:00PM ET,BAL,8.5
QB,E.J. Perry (29001013),E.J. Perry,29001013,QB,4000,HOU@BAL 09/10/2023 01:00PM ET,HOU,0
QB,Dorian Thompson-Robinson (28792260),Dorian Thompson-Robinson,28792260,QB,4000,CIN@CLE 09/10/2023 01:00PM ET,CLE,0
QB,Kellen Mond (28792261),Kellen Mond,28792261,QB,4000,CIN@CLE 09/10/2023 01:00PM ET,CLE,0
QB,Jake Browning (28792262),Jake Browning,28792262,QB,4000,CIN@CLE 09/10/2023 01:00PM ET,CIN,0
RB,John Kelly Jr. (28792551),John Kelly Jr.,28792551,RB/FLEX,4000,CIN@CLE 09/10/2023 01:00PM ET,CLE,0
RB,Hassan Hall (28792555),Hassan Hall,28792555,RB/FLEX,4000,CIN@CLE 09/10/2023 01:00PM ET,CLE,0
RB,Trayveon Williams (28792557),Trayveon Williams,28792557,RB/FLEX,4000,CIN@CLE 09/10/2023 01:00PM ET,CIN,0.5
RB,Jacob Saylors (28792559),Jacob Saylors,28792559,RB/FLEX,4000,CIN@CLE 09/10/2023 01:00PM ET,CIN,0
RB,Calvin Tyler Jr. (28792561),Calvin Tyler Jr.,28792561,RB/FLEX,4000,CIN@CLE 09/10/2023 01:00PM ET,CIN,0
QB,Reid Sinnett (29001012),Reid Sinnett,29001012,QB,4000,CIN@CLE 09/10/2023 01:00PM ET,CIN,0
RB,Jordan Wilkins (29001044),Jordan Wilkins,29001044,RB/FLEX,4000,CIN@CLE 09/10/2023 01:00PM ET,CLE,0
QB,Will Grier (29332564),Will Grier,29332564,QB,4000,CIN@CLE 09/10/2023 01:00PM ET,CIN,0
QB,Nathan Rourke (28792258),Nathan Rourke,28792258,QB,4000,JAX@IND 09/10/2023 01:00PM ET,JAX,0
QB,Sam Ehlinger (28792259),Sam Ehlinger,28792259,QB,4000,JAX@IND 09/10/2023 01:00PM ET,IND,0
RB,Jason Huntley (28792505),Jason Huntley,28792505,RB/FLEX,4000,JAX@IND 09/10/2023 01:00PM ET,IND,0
RB,D'Ernest Johnson (28792537),D'Ernest Johnson,28792537,RB/FLEX,4000,JAX@IND 09/10/2023 01:00PM ET,JAX,0.6
RB,Snoop Conner (28792539),Snoop Conner,28792539,RB/FLEX,4000,JAX@IND 09/10/2023 01:00PM ET,JAX,0
RB,Derek Parish (28792543),Derek Parish,28792543,RB/FLEX,4000,JAX@IND 09/10/2023 01:00PM ET,JAX,0
RB,Evan Hull (28792545),Evan Hull,28792545,RB/FLEX,4000,JAX@IND 09/10/2023 01:00PM ET,IND,7.4
RB,Jake Funk (28792547),Jake Funk,28792547,RB/FLEX,4000,JAX@IND 09/10/2023 01:00PM ET,IND,0
RB,Kenyan Drake (29001020),Kenyan Drake,29001020,RB/FLEX,4000,JAX@IND 09/10/2023 01:00PM ET,IND,6.5
QB,John Wolford (28792256),John Wolford,28792256,QB,4000,TB@MIN 09/10/2023 01:00PM ET,TB,0
QB,Jaren Hall (28792257),Jaren Hall,28792257,QB,4000,TB@MIN 09/10/2023 01:00PM ET,MIN,0
RB,Myles Gaskin (28792437),Myles Gaskin,28792437,RB/FLEX,4000,TB@MIN 09/10/2023 01:00PM ET,MIN,0.3
RB,Patrick Laird (28792525),Patrick Laird,28792525,RB/FLEX,4000,TB@MIN 09/10/2023 01:00PM ET,TB,0
RB,Ronnie Brown (28792527),Ronnie Brown,28792527,RB/FLEX,4000,TB@MIN 09/10/2023 01:00PM ET,TB,0
RB,Kene Nwangwu (28792529),Kene Nwangwu,28792529,RB/FLEX,4000,TB@MIN 09/10/2023 01:00PM ET,MIN,0
RB,DeWayne McBride (28792531),DeWayne McBride,28792531,RB/FLEX,4000,TB@MIN 09/10/2023 01:00PM ET,MIN,0
RB,Zach Ojile (28792533),Zach Ojile,28792533,RB/FLEX,4000,TB@MIN 09/10/2023 01:00PM ET,MIN,0
RB,C.J. Ham (28792535),C.J. Ham,28792535,RB/FLEX,4000,TB@MIN 09/10/2023 01:00PM ET,MIN,0
RB,Abram Smith (29001042),Abram Smith,29001042,RB/FLEX,4000,TB@MIN 09/10/2023 01:00PM ET,MIN,0
QB,Jordan Ta'amu (29095807),Jordan Ta'amu,29095807,QB,4000,TB@MIN 09/10/2023 01:00PM ET,MIN,0
RB,Aaron Dykes (29095816),Aaron Dykes,29095816,RB/FLEX,4000,TB@MIN 09/10/2023 01:00PM ET,MIN,0
QB,Jake Haener (28792254),Jake Haener,28792254,QB,4000,TEN@NO 09/10/2023 01:00PM ET,NO,0
QB,Malik Willis (28792255),Malik Willis,28792255,QB,4000,TEN@NO 09/10/2023 01:00PM ET,TEN,0
RB,Eno Benjamin (28792513),Eno Benjamin,28792513,RB/FLEX,4000,TEN@NO 09/10/2023 01:00PM ET,NO,0
RB,Ellis Merriweather (28792515),Ellis Merriweather,28792515,RB/FLEX,4000,TEN@NO 09/10/2023 01:00PM ET,NO,0
RB,Jake Bargas (28792517),Jake Bargas,28792517,RB/FLEX,4000,TEN@NO 09/10/2023 01:00PM ET,NO,0
RB,Adam Prentice (28792519),Adam Prentice,28792519,RB/FLEX,4000,TEN@NO 09/10/2023 01:00PM ET,NO,0
RB,Julius Chestnut (28792521),Julius Chestnut,28792521,RB/FLEX,4000,TEN@NO 09/10/2023 01:00PM ET,TEN,1
RB,Jonathan Ward (28792523),Jonathan Ward,28792523,RB/FLEX,4000,TEN@NO 09/10/2023 01:00PM ET,TEN,0
RB,Darrel Williams (29095812),Darrel Williams,29095812,RB/FLEX,4000,TEN@NO 09/10/2023 01:00PM ET,NO,0
RB,Jacques Patrick (29095814),Jacques Patrick,29095814,RB/FLEX,4000,TEN@NO 09/10/2023 01:00PM ET,TEN,0
RB,Jordan Mims (29332567),Jordan Mims,29332567,RB/FLEX,4000,TEN@NO 09/10/2023 01:00PM ET,NO,0
QB,Brandon Allen (28792251),Brandon Allen,28792251,QB,4000,SF@PIT 09/10/2023 01:00PM ET,SF,0
QB,Mason Rudolph (28792252),Mason Rudolph,28792252,QB,4000,SF@PIT 09/10/2023 01:00PM ET,PIT,0
QB,Tanner Morgan (28792253),Tanner Morgan,28792253,QB,4000,SF@PIT 09/10/2023 01:00PM ET,PIT,0
RB,Tyrion Davis-Price (28792493),Tyrion Davis-Price,28792493,RB/FLEX,4000,SF@PIT 09/10/2023 01:00PM ET,SF,0.8
RB,Ronald Awatt (28792495),Ronald Awatt,28792495,RB/FLEX,4000,SF@PIT 09/10/2023 01:00PM ET,SF,0
RB,Khalan Laborn (28792497),Khalan Laborn,28792497,RB/FLEX,4000,SF@PIT 09/10/2023 01:00PM ET,SF,0
RB,Jack Colletto (28792499),Jack Colletto,28792499,RB/FLEX,4000,SF@PIT 09/10/2023 01:00PM ET,SF,0
RB,Kyle Juszczyk (28792501),Kyle Juszczyk,28792501,RB/FLEX,4000,SF@PIT 09/10/2023 01:00PM ET,SF,0
RB,Anthony McFarland Jr. (28792503),Anthony McFarland Jr.,28792503,RB/FLEX,4000,SF@PIT 09/10/2023 01:00PM ET,PIT,0.2
RB,Alfonzo Graham (28792507),Alfonzo Graham,28792507,RB/FLEX,4000,SF@PIT 09/10/2023 01:00PM ET,PIT,0
RB,Darius Hagans (28792509),Darius Hagans,28792509,RB/FLEX,4000,SF@PIT 09/10/2023 01:00PM ET,PIT,0
RB,Monte Pottebaum (28792511),Monte Pottebaum,28792511,RB/FLEX,4000,SF@PIT 09/10/2023 01:00PM ET,PIT,0
RB,Xazavian Valladay (28792579),Xazavian Valladay,28792579,RB/FLEX,4000,SF@PIT 09/10/2023 01:00PM ET,PIT,0
RB,Jeremy McNichols (29001036),Jeremy McNichols,29001036,RB/FLEX,4000,SF@PIT 09/10/2023 01:00PM ET,SF,0
RB,Greg Bell (29001038),Greg Bell,29001038,RB/FLEX,4000,SF@PIT 09/10/2023 01:00PM ET,PIT,0
RB,John Lovett (29001040),John Lovett,29001040,RB/FLEX,4000,SF@PIT 09/10/2023 01:00PM ET,PIT,0
RB,Brian Hill (29248791),Brian Hill,29248791,RB/FLEX,4000,SF@PIT 09/10/2023 01:00PM ET,SF,0
QB,Jake Fromm (28792247),Jake Fromm,28792247,QB,4000,ARI@WAS 09/10/2023 01:00PM ET,WAS,0
QB,Clayton Tune (28792248),Clayton Tune,28792248,QB,4000,ARI@WAS 09/10/2023 01:00PM ET,ARI,0
QB,David Blough (28792249),David Blough,28792249,QB,4000,ARI@WAS 09/10/2023 01:00PM ET,ARI,0
QB,Jeff Driskel (28792250),Jeff Driskel,28792250,QB,4000,ARI@WAS 09/10/2023 01:00PM ET,ARI,0
RB,Chris Rodriguez Jr. (28792481),Chris Rodriguez Jr.,28792481,RB/FLEX,4000,ARI@WAS 09/10/2023 01:00PM ET,WAS,2.1
RB,Jonathan Williams (28792483),Jonathan Williams,28792483,RB/FLEX,4000,ARI@WAS 09/10/2023 01:00PM ET,WAS,0
RB,Jaret Patterson (28792485),Jaret Patterson,28792485,RB/FLEX,4000,ARI@WAS 09/10/2023 01:00PM ET,WAS,0
RB,Alex Armah (28792487),Alex Armah,28792487,RB/FLEX,4000,ARI@WAS 09/10/2023 01:00PM ET,WAS,0
RB,Ty'Son Williams (28792489),Ty'Son Williams,28792489,RB/FLEX,4000,ARI@WAS 09/10/2023 01:00PM ET,ARI,0
RB,Emari Demercado (28792491),Emari Demercado,28792491,RB/FLEX,4000,ARI@WAS 09/10/2023 01:00PM ET,ARI,1.3
RB,Derrick Gore (29001032),Derrick Gore,29001032,RB/FLEX,4000,ARI@WAS 09/10/2023 01:00PM ET,WAS,0
RB,Stevie Scott (29001034),Stevie Scott,29001034,RB/FLEX,4000,ARI@WAS 09/10/2023 01:00PM ET,ARI,0
RB,Marlon Mack (29001046),Marlon Mack,29001046,RB/FLEX,4000,ARI@WAS 09/10/2023 01:00PM ET,ARI,0
QB,Sean Clifford (28792242),Sean Clifford,28792242,QB,4000,GB@CHI 09/10/2023 04:25PM ET,GB,0
QB,Danny Etling (28792243),Danny Etling,28792243,QB,4000,GB@CHI 09/10/2023 04:25PM ET,GB,0
QB,Alex McGough (28792244),Alex McGough,28792244,QB,4000,GB@CHI 09/10/2023 04:25PM ET,GB,0
QB,Nathan Peterman (28792245),Nathan Peterman,28792245,QB,4000,GB@CHI 09/10/2023 04:25PM ET,CHI,0
QB,Tyson Bagent (28792246),Tyson Bagent,28792246,QB,4000,GB@CHI 09/10/2023 04:25PM ET,CHI,0
RB,Patrick Taylor (28792463),Patrick Taylor,28792463,RB/FLEX,4000,GB@CHI 09/10/2023 04:25PM ET,GB,0
RB,Lew Nichols III (28792465),Lew Nichols III,28792465,RB/FLEX,4000,GB@CHI 09/10/2023 04:25PM ET,GB,0
RB,Tyler Goodson (28792467),Tyler Goodson,28792467,RB/FLEX,4000,GB@CHI 09/10/2023 04:25PM ET,GB,0
RB,Emanuel Wilson (28792469),Emanuel Wilson,28792469,RB/FLEX,4000,GB@CHI 09/10/2023 04:25PM ET,GB,0.9
RB,Henry Pearson (28792471),Henry Pearson,28792471,RB/FLEX,4000,GB@CHI 09/10/2023 04:25PM ET,GB,0
RB,Travis Homer (28792473),Travis Homer,28792473,RB/FLEX,4000,GB@CHI 09/10/2023 04:25PM ET,CHI,0
RB,Trestan Ebner (28792475),Trestan Ebner,28792475,RB/FLEX,4000,GB@CHI 09/10/2023 04:25PM ET,CHI,0
RB,Khari Blasingame (28792477),Khari Blasingame,28792477,RB/FLEX,4000,GB@CHI 09/10/2023 04:25PM ET,CHI,0
RB,Robert Burns (28792479),Robert Burns,28792479,RB/FLEX,4000,GB@CHI 09/10/2023 04:25PM ET,CHI,0
RB,Nate McCrary (28792553),Nate McCrary,28792553,RB/FLEX,4000,GB@CHI 09/10/2023 04:25PM ET,GB,0
QB,Brian Hoyer (28792239),Brian Hoyer,28792239,QB,4000,LV@DEN 09/10/2023 04:25PM ET,LV,0
QB,Aidan O'Connell (28792240),Aidan O'Connell,28792240,QB,4000,LV@DEN 09/10/2023 04:25PM ET,LV,0
QB,Ben DiNucci (28792241),Ben DiNucci,28792241,QB,4000,LV@DEN 09/10/2023 04:25PM ET,DEN,0
RB,Brandon Bolden (28792447),Brandon Bolden,28792447,RB/FLEX,4000,LV@DEN 09/10/2023 04:25PM ET,LV,1.5
RB,Brittain Brown (28792449),Brittain Brown,28792449,RB/FLEX,4000,LV@DEN 09/10/2023 04:25PM ET,LV,0
RB,Austin Walter (28792451),Austin Walter,28792451,RB/FLEX,4000,LV@DEN 09/10/2023 04:25PM ET,LV,0
RB,Sincere McCormick (28792453),Sincere McCormick,28792453,RB/FLEX,4000,LV@DEN 09/10/2023 04:25PM ET,LV,0
RB,Jakob Johnson (28792455),Jakob Johnson,28792455,RB/FLEX,4000,LV@DEN 09/10/2023 04:25PM ET,LV,0
RB,Tyler Badie (28792457),Tyler Badie,28792457,RB/FLEX,4000,LV@DEN 09/10/2023 04:25PM ET,DEN,0
RB,Jaleel McLaughlin (28792459),Jaleel McLaughlin,28792459,RB/FLEX,4000,LV@DEN 09/10/2023 04:25PM ET,DEN,2.9
RB,Michael Burton (28792461),Michael Burton,28792461,RB/FLEX,4000,LV@DEN 09/10/2023 04:25PM ET,DEN,0
TE,Greg Dulcich (28793273),Greg Dulcich,28793273,TE/FLEX,4000,LV@DEN 09/10/2023 04:25PM ET,DEN,7.4
QB,Chase Garbers (29001015),Chase Garbers,29001015,QB,4000,LV@DEN 09/10/2023 04:25PM ET,LV,0
RB,Damien Williams (29001028),Damien Williams,29001028,RB/FLEX,4000,LV@DEN 09/10/2023 04:25PM ET,LV,0
RB,Darwin Thompson (29001030),Darwin Thompson,29001030,RB/FLEX,4000,LV@DEN 09/10/2023 04:25PM ET,LV,0
RB,Dwayne Washington (29095810),Dwayne Washington,29095810,RB/FLEX,4000,LV@DEN 09/10/2023 04:25PM ET,DEN,0
